#snid, snra, sndec, z, t0, c, x1, x0, mag_u, mag_g, mag_r, mag_i, mag_z, mag_y
15923375, 8.583906e-02, 2.606302e-01, 3.0630, 570274.4295, -5.393401e-01, 4.1734, 1.022202e-07, nan, nan, nan, nan, 46.8840, 47.4506
7263698, 8.575438e-02, 2.610334e-01, 3.5136, 570097.4849, 4.346194e-01, 3.3698, 1.084526e-07, nan, nan, nan, nan, nan, nan
12137579, 8.574557e-02, 2.609581e-01, 0.6338, 570091.4656, -2.087904e-01, -1.9916, 9.658791e-06, 27.1908, 26.5691, 26.6595, 26.0321, 25.4251, 25.3690
101379, 8.586001e-02, 2.608611e-01, 0.4179, 570236.2527, -2.209909e-01, 1.6359, 1.385815e-05, 48.2593, nan, 48.9149, 49.1729, 49.2859, 48.8325
7194718, 8.614067e-02, 2.608921e-01, 1.4113, 570146.8280, 7.072162e-02, -4.6059, 8.681438e-07, nan, nan, nan, nan, 28.6351, nan
3672602, 8.635593e-02, 2.602747e-01, 1.4364, 570156.9855, -5.860795e-01, -2.1242, 6.885860e-07, nan, 23.3737, 23.2661, 26.9532, 26.0512, 25.7689
2045958, 8.533871e-02, 2.607300e-01, 1.9977, 570089.8790, 5.355234e-02, -3.6435, 2.740560e-07, 38.4852, 37.2471, 31.6286, 29.9007, 30.4472, 34.2052
12221542, 8.898240e-02, 2.635316e-01, 3.4655, 570248.6627, -3.613803e-01, -0.2162, 4.969586e-08, nan, nan, nan, nan, nan, nan
10342097, 8.896703e-02, 2.607238e-01, 1.1275, 570117.6414, -5.517173e-01, 5.7414, 1.317762e-06, 23.4127, nan, nan, 26.9852, 26.3264, 26.0226
15816490, 8.908595e-02, 2.605999e-01, 1.2994, 570159.3817, 1.517792e-01, 3.7115, 1.129015e-06, 34.8769, nan, 30.8063, 26.2680, 25.2013, 24.6651
6065274, 8.584370e-02, 2.612235e-01, 0.6203, 570158.2482, -2.207928e-01, -0.5361, 6.699608e-06, nan, 26.6859, 24.4652, 23.9908, 23.7719, 24.0204
17357122, 8.548443e-02, 2.606276e-01, 2.5711, 570233.6168, 3.961262e-02, -0.5245, 1.570125e-07, 45.1746, 40.0624, 38.1920, 35.3568, 35.5707, nan
13434942, 8.891291e-02, 2.636513e-01, 1.0832, 570272.5238, -3.270148e-01, -3.0799, 1.937037e-06, nan, nan, nan, 51.0826, nan, nan
15953230, 8.515362e-02, 2.607274e-01, 0.2338, 570138.3565, 6.388533e-01, 0.2007, 5.350494e-05, 28.8583, 24.6972, 22.5759, 21.5196, 21.4196, 21.2011
7010511, 8.569354e-02, 2.638673e-01, 0.6865, 570100.8358, -1.543436e-01, -0.7837, 1.056480e-05, 28.1042, 27.1239, 26.4416, 25.6740, 25.1742, 24.7880
8481405, 8.582894e-02, 2.639030e-01, 1.0233, 570183.9928, 3.242840e-01, 4.7105, 1.291082e-06, 33.7095, 30.5956, 26.8627, 24.9035, 24.4970, 24.4501
3353584, 8.508039e-02, 2.606621e-01, 2.0790, 570240.3132, -2.170236e-01, 4.4783, 3.123972e-07, 41.1022, nan, 32.9348, 31.8866, 33.7967, 32.0815
13242038, 8.633419e-02, 2.604240e-01, 1.7579, 570270.4480, -2.686536e-02, 3.2828, 6.375565e-07, nan, nan, 52.5492, 52.4245, 50.6726, nan
2817638, 8.635024e-02, 2.604599e-01, 0.5017, 570086.8176, 6.160631e-02, -2.1084, 1.476040e-05, 29.2536, 28.0624, 26.0988, 25.1315, 24.6041, 24.7216
16484622, 8.608676e-02, 2.607337e-01, 2.3599, 570247.4406, 1.476910e-01, -1.1800, 2.174380e-07, nan, nan, nan, nan, nan, nan
6425989, 8.953957e-02, 2.604068e-01, 0.3384, 570194.4992, 5.301086e-01, -1.1888, 2.848746e-05, 29.5143, 24.1667, 23.0118, 22.5680, 22.0703, 22.0950
12684012, 8.629696e-02, 2.639783e-01, 2.6112, 570109.0222, -6.387793e-01, -1.5505, 1.280293e-07, nan, nan, nan, 23.1081, 23.2937, 24.5934
331975, 8.611692e-02, 2.606486e-01, 0.8593, 570098.0137, -3.313707e-01, 0.9160, 2.789860e-06, nan, nan, 27.2369, 26.9692, 26.5836, 26.3678
17040958, 8.608780e-02, 2.605016e-01, 3.4322, 570228.9859, 1.870527e-02, 0.0210, 7.118635e-08, 42.6195, 38.0046, 35.0347, 34.0383, 33.3099, 32.8447
6197349, 8.529076e-02, 2.605332e-01, 1.0468, 570228.8672, 2.991030e-02, -0.1135, 1.697759e-06, nan, nan, nan, nan, 54.5288, 53.7630
13528742, 8.572480e-02, 2.604360e-01, 1.1066, 570148.8763, -2.844646e-01, -0.7448, 1.484562e-06, nan, nan, 28.2191, 26.4073, 25.7382, 25.4520
2442775, 8.573487e-02, 2.605085e-01, 3.0565, 570131.1740, -1.608110e-01, -1.6251, 1.521728e-07, nan, nan, nan, nan, 31.4117, 31.0891
17081836, 8.944301e-02, 2.632862e-01, 2.1173, 570139.3507, 2.558385e-01, 4.4156, 2.474468e-07, 39.9644, 41.0725, 36.0471, 32.3643, nan, 28.5679
45616, 8.534903e-02, 2.609907e-01, 0.5016, 570132.2989, 9.148908e-02, 2.7805, 6.602829e-06, nan, 27.6857, 25.7132, 24.5715, 23.8649, 23.8015
7300361, 8.615598e-02, 2.638981e-01, 3.3820, 570155.5615, -3.265923e-01, 0.4793, 1.073909e-07, 35.6001, 28.7057, 26.8621, 27.2966, 27.4195, 27.4270
16310453, 8.570951e-02, 2.605275e-01, 1.8089, 570131.8574, -3.931438e-01, -5.1409, 3.743292e-07, nan, nan, 24.9237, 25.3000, 29.4189, nan
12597716, 8.939700e-02, 2.607343e-01, 2.0245, 570258.7521, 8.046560e-02, -6.5438, 4.038674e-07, nan, nan, nan, nan, nan, nan
10094272, 8.718700e-02, 2.595779e-01, 0.3774, 570213.5196, 2.930207e-01, -0.9939, 1.526003e-05, nan, nan, nan, 49.9145, 49.4433, 49.5759
5830763, 8.562269e-02, 2.613770e-01, 2.8756, 570180.6081, 5.273409e-02, -0.1654, 1.735891e-07, 40.4337, 34.9968, 33.2605, 32.1786, 31.5877, 30.8367
3887673, 8.935108e-02, 2.606968e-01, 0.3123, 570256.2284, 2.357219e-01, 4.6991, 2.892105e-05, 50.7803, 49.4069, 47.0501, 47.3365, 46.6499, 47.5763
16574467, 8.487367e-02, 2.612660e-01, 1.9944, 570146.8390, -1.499786e-01, -5.2141, 3.303388e-07, nan, nan, 28.7769, 27.4544, 28.6899, nan
4188292, 8.651178e-02, 2.608644e-01, 1.7869, 570104.5379, -4.537999e-01, 0.6423, 4.405831e-07, 24.8541, 25.6729, nan, nan, 28.2860, 28.4449
8277490, 8.652553e-02, 2.608568e-01, 2.4477, 570222.1344, 1.414436e-01, 0.6823, 2.155726e-07, 42.0618, 37.4944, 35.5632, nan, nan, 30.3139
6642785, 8.487233e-02, 2.609397e-01, 0.5162, 570248.5580, 3.414018e-02, -0.2072, 1.405003e-05, nan, nan, nan, 50.4657, 49.8110, 49.1822
9780061, 8.665447e-02, 2.599213e-01, 1.4135, 570210.3020, -3.414941e-01, -1.0391, 8.707463e-07, 25.3460, 24.9510, 25.2024, 29.1497, 27.1181, 26.6069
13930732, 8.656579e-02, 2.599824e-01, 0.9892, 570166.9558, -3.581027e-02, -4.0445, 2.273082e-06, 30.8436, nan, 27.9518, 25.1335, 24.4270, 24.3639
4445519, 8.518349e-02, 2.612944e-01, 1.4626, 570173.8037, 1.288973e-01, -0.8554, 7.945640e-07, 34.3388, 32.6095, 30.2607, 27.4014, 25.8754, 25.0953
3014102, 8.518210e-02, 2.615199e-01, 0.9873, 570115.2551, -7.982119e-01, -0.1440, 1.635279e-06, 19.6748, 21.9414, 25.7922, 27.0097, 26.9563, 26.8634
14299627, 8.588032e-02, 2.640253e-01, 0.5053, 570170.1674, 2.658891e-01, -5.1042, 8.459972e-06, nan, 27.6508, 23.6881, 23.0278, 22.8903, 22.7051
10155700, 8.907952e-02, 2.624292e-01, 1.1468, 570083.8227, 2.934688e-01, 2.9835, 1.312529e-06, 37.3484, nan, 30.1779, 29.2370, 27.5309, 27.0173
4517009, 8.495448e-02, 2.609818e-01, 0.3664, 570156.9991, 5.190028e-01, 0.6055, 2.452073e-05, 32.5855, 24.6371, 22.8272, 21.9514, 21.7460, 22.1256
14315752, 8.679163e-02, 2.597874e-01, 2.1497, 570160.2152, -1.249066e-01, 3.2500, 2.870255e-07, 33.2074, 31.0772, 29.3821, 27.9652, 27.7680, 26.7932
15666728, 8.685705e-02, 2.599382e-01, 2.6894, 570190.9976, 2.060199e-01, -2.4083, 1.870656e-07, 43.9310, 38.0761, 35.9465, 34.3484, nan, nan
1555401, 8.671987e-02, 2.600179e-01, 1.0776, 570133.3370, 5.916375e-01, -3.7238, 1.525868e-06, 37.3769, nan, 31.3790, 30.6143, 28.1499, 26.9242
1893271, 8.618244e-02, 2.600732e-01, 1.6996, 570211.5496, 6.857524e-02, 1.5418, 3.966961e-07, 35.4362, 33.8202, nan, 29.1633, 27.7184, 27.0768
2279785, 8.493931e-02, 2.610566e-01, 1.1003, 570206.1172, -7.362969e-02, 1.8983, 1.276589e-06, 30.5421, nan, 26.7597, 26.1882, 25.5690, 25.5823
13067087, 8.502174e-02, 2.608630e-01, 1.5686, 570160.1359, 4.462592e-02, -0.2851, 6.454789e-07, 35.1694, 33.9664, 32.4869, 28.5226, 26.8384, 25.9260
409338, 8.953958e-02, 2.623628e-01, 0.1336, 570270.9958, -2.613429e-01, 2.6800, 1.780921e-04, 46.0841, 46.3937, 46.3649, 46.3724, 46.3757, nan
7419099, 8.600030e-02, 2.640825e-01, 1.2852, 570154.8226, 2.570270e-01, -1.3942, 8.035588e-07, 36.3109, 34.4947, 31.1000, 28.3769, 26.4015, 25.9431
10236177, 8.717805e-02, 2.638910e-01, 0.3333, 570194.0449, 3.267919e-01, -1.4364, 3.348049e-05, 27.9478, 23.7990, 22.8803, 22.6221, 22.1925, 22.2856
3331209, 8.705100e-02, 2.639797e-01, 1.5452, 570190.9621, -4.050978e-02, -0.3172, 6.432936e-07, 30.6224, 29.5784, 28.9362, 26.6495, 25.6762, 25.3884
13926415, 8.513366e-02, 2.609316e-01, 2.4608, 570094.3072, -2.723738e-01, 2.2499, 2.622674e-07, 32.3909, 29.6266, 29.7599, nan, 28.4648, 30.6013
7253194, 8.932303e-02, 2.626019e-01, 0.9883, 570176.1446, 2.854436e-01, -5.4925, 1.728164e-06, 33.4419, 31.1645, 27.7866, 24.9461, 24.1747, 24.2914
4519282, 8.923195e-02, 2.623808e-01, 1.8576, 570241.4995, -1.463841e-01, 1.1978, 2.976660e-07, nan, nan, 53.3964, 52.9844, 52.8183, nan
9856152, 8.687993e-02, 2.640310e-01, 0.9818, 570270.7610, -8.584939e-02, 2.7995, 1.429273e-06, nan, 51.2274, 51.6168, nan, 50.2917, 50.2871
5726771, 8.549200e-02, 2.612139e-01, 0.8754, 570143.5813, 4.026724e-01, -3.4163, 2.126629e-06, 35.6222, 30.5486, 30.9993, 27.9970, 26.3786, 25.4845
156051, 8.578443e-02, 2.621624e-01, 0.1552, 570199.5883, 1.124126e-01, -1.2414, 9.135630e-05, nan, nan, 27.5387, 25.8595, nan, nan
9695094, 8.573728e-02, 2.620459e-01, 0.9398, 570248.2730, 2.572400e-01, -2.6662, 1.490039e-06, nan, nan, nan, nan, nan, nan
13616161, 8.537415e-02, 2.622440e-01, 3.7774, 570254.6506, 1.044637e-02, -3.4384, 7.594849e-08, nan, nan, nan, nan, nan, nan
2673376, 8.890548e-02, 2.630002e-01, 1.1322, 570118.7914, 1.663724e-01, 5.8424, 1.369737e-06, 35.8028, nan, 33.0308, 27.7879, 26.3672, 25.7220
7220831, 8.567151e-02, 2.621294e-01, 3.2777, 570193.3489, -4.762186e-01, 5.9902, 1.036851e-07, 30.9449, 23.1297, 22.0642, 23.0590, 23.7780, 23.8575
13498792, 8.572311e-02, 2.616105e-01, 1.7529, 570162.2298, 5.437685e-01, -2.6718, 5.156676e-07, 38.8682, 38.7733, nan, nan, 29.8246, 27.5876
13818104, 8.891088e-02, 2.627046e-01, 2.0783, 570183.9041, -4.461245e-01, -0.2209, 5.085016e-07, 22.2882, 21.7012, 23.0160, 24.7050, 24.8096, 24.8888
12975384, 8.678285e-02, 2.605085e-01, 0.3333, 570258.6009, 4.389266e-01, -1.5807, 3.708872e-05, nan, nan, nan, 50.5484, 49.4446, 48.1943
12429071, 8.511385e-02, 2.622849e-01, 1.6506, 570082.8682, -1.541734e-01, 1.4276, 4.395351e-07, 34.0343, nan, nan, nan, 29.3572, 28.9344
3638325, 8.507688e-02, 2.622929e-01, 0.6306, 570267.1515, -5.961564e-01, 0.8309, 6.079306e-06, 45.1974, 47.4710, nan, 50.2370, 50.5974, 50.7308
13927232, 8.628429e-02, 2.616778e-01, 2.4602, 570153.2368, 1.810587e-01, -2.5620, 1.727917e-07, 43.8067, 39.7409, 37.7515, nan, nan, 32.0386
16663476, 8.619253e-02, 2.617759e-01, 1.4341, 570178.9647, 3.004332e-01, -1.1788, 4.211114e-07, 36.1997, 35.2475, 31.9164, 28.2766, 26.5620, 25.6913
7189319, 8.914963e-02, 2.625729e-01, 1.4908, 570234.7952, 2.906985e-02, 1.0341, 4.512919e-07, nan, 57.8519, 54.3907, 53.5022, nan, nan
14569271, 8.667003e-02, 2.639117e-01, 1.4608, 570153.5986, 1.033074e-01, 2.1526, 7.419982e-07, 36.2997, nan, nan, 27.5719, 26.4835, 25.5082
2561031, 8.536483e-02, 2.600166e-01, 1.4986, 570256.0919, 1.577406e-01, 1.2540, 8.899644e-07, nan, 58.3583, 54.6582, 52.9119, nan, 54.7608
5179639, 8.689282e-02, 2.603857e-01, 0.1945, 570186.2360, -5.922522e-03, 3.5542, 7.571355e-05, 22.0133, 20.7546, 20.8254, 21.0555, 21.4125, 21.4268
17026390, 8.713202e-02, 2.602441e-01, 1.3812, 570258.8600, -1.685681e-02, 1.5444, 7.790860e-07, nan, 54.8153, 53.2154, 52.4911, nan, 51.6282
5806714, 8.714677e-02, 2.602884e-01, 2.0252, 570109.1510, 2.746034e-01, 3.2098, 1.807784e-07, 41.7545, 41.7132, 41.5164, 33.2480, nan, 30.8964
9565925, 8.546066e-02, 2.620510e-01, 0.7192, 570111.5816, -3.534575e-01, 5.1285, 4.287588e-06, nan, nan, 26.6615, 25.8537, 25.5468, 24.9503
4670374, 8.906795e-02, 2.626305e-01, 1.6600, 570150.8860, 1.734387e-01, 2.0145, 5.745585e-07, 37.2926, nan, nan, 30.3823, 27.3297, 26.5394
3849243, 8.608863e-02, 2.615425e-01, 1.2214, 570175.1527, 4.602906e-01, 1.1460, 7.474727e-07, 35.1619, 35.0927, 29.8752, 26.7533, 25.3805, 25.0471
