#snid, snra, sndec, z, t0, c, x1, x0, mag_u, mag_g, mag_r, mag_i, mag_z, mag_y
2045958, 8.533871e-02, 2.607300e-01, 1.9977, 570089.8790, 5.355234e-02, -3.6435, 2.740560e-07, 38.5008, 36.4834, 32.5319, nan, 30.5810, 32.0574
10342097, 8.896703e-02, 2.607238e-01, 1.1275, 570117.6414, -5.517173e-01, 5.7414, 1.317762e-06, 25.3879, nan, nan, 25.9424, 25.5213, 25.5172
15816490, 8.908595e-02, 2.605999e-01, 1.2994, 570159.3817, 1.517792e-01, 3.7115, 1.129015e-06, 33.7399, 32.3911, 28.2220, 25.8872, 24.9142, 24.5475
17357122, 8.548443e-02, 2.606276e-01, 2.5711, 570233.6168, 3.961262e-02, -0.5245, 1.570125e-07, nan, nan, nan, nan, nan, nan
15953230, 8.515362e-02, 2.607274e-01, 0.2338, 570138.3565, 6.388533e-01, 0.2007, 5.350494e-05, 28.3203, 23.7539, 21.8084, 20.9647, 21.0887, 21.0198
6425989, 8.953957e-02, 2.604068e-01, 0.3384, 570194.4992, 5.301086e-01, -1.1888, 2.848746e-05, nan, nan, nan, 49.6098, 48.6238, 48.1478
3353584, 8.508039e-02, 2.606621e-01, 2.0790, 570240.3132, -2.170236e-01, 4.4783, 3.123972e-07, nan, nan, 51.4292, 50.2205, 52.0371, 50.3373
12221542, 8.898240e-02, 2.635316e-01, 3.4655, 570248.6627, -3.613803e-01, -0.2162, 4.969586e-08, nan, nan, nan, nan, nan, nan
45616, 8.534903e-02, 2.609907e-01, 0.5016, 570132.2989, 9.148908e-02, 2.7805, 6.602829e-06, nan, 26.8298, 24.7649, 23.9434, 23.7363, 23.7693
12597716, 8.939700e-02, 2.607343e-01, 2.0245, 570258.7521, 8.046560e-02, -6.5438, 4.038674e-07, nan, nan, nan, nan, nan, nan
6197349, 8.529076e-02, 2.605332e-01, 1.0468, 570228.8672, 2.991030e-02, -0.1135, 1.697759e-06, nan, nan, nan, nan, 54.5288, 53.7630
7263698, 8.575438e-02, 2.610334e-01, 3.5136, 570097.4849, 4.346194e-01, 3.3698, 1.084526e-07, 48.7573, 49.5715, nan, nan, 43.5987, 37.3386
12137579, 8.574557e-02, 2.609581e-01, 0.6338, 570091.4656, -2.087904e-01, -1.9916, 9.658791e-06, 25.9941, 25.8618, 26.4181, 25.8751, 25.2661, 25.3052
101379, 8.586001e-02, 2.608611e-01, 0.4179, 570236.2527, -2.209909e-01, 1.6359, 1.385815e-05, 48.2593, nan, 48.9149, 49.1729, 49.2859, 48.8325
13528742, 8.572480e-02, 2.604360e-01, 1.1066, 570148.8763, -2.844646e-01, -0.7448, 1.484562e-06, 27.3380, 28.5906, 26.5971, 25.3391, 24.7450, 24.7513
2442775, 8.573487e-02, 2.605085e-01, 3.0565, 570131.1740, -1.608110e-01, -1.6251, 1.521728e-07, 39.7866, 33.6760, 32.1877, 31.9996, 30.7282, 29.8825
9202044, 8.578756e-02, 2.609514e-01, 2.2909, 570075.0486, 2.474262e-01, 0.9735, 2.259141e-07, 47.5826, 41.3772, nan, nan, nan, 32.1363
16310453, 8.570951e-02, 2.605275e-01, 1.8089, 570131.8574, -3.931438e-01, -5.1409, 3.743292e-07, nan, nan, 25.6024, 25.9560, nan, nan
7010511, 8.569354e-02, 2.638673e-01, 0.6865, 570100.8358, -1.543436e-01, -0.7837, 1.056480e-05, 27.7033, 26.7269, 26.1398, 25.4610, 24.9491, 24.5205
8481405, 8.582894e-02, 2.639030e-01, 1.0233, 570183.9928, 3.242840e-01, 4.7105, 1.291082e-06, 33.8764, nan, 27.0768, 25.0250, 24.7290, 24.5133
3887673, 8.935108e-02, 2.606968e-01, 0.3123, 570256.2284, 2.357219e-01, 4.6991, 2.892105e-05, 50.7803, 49.4069, 47.0501, 47.3365, 46.6499, 47.5763
7194718, 8.614067e-02, 2.608921e-01, 1.4113, 570146.8280, 7.072162e-02, -4.6059, 8.681438e-07, 35.0992, nan, nan, nan, 26.8945, 25.7566
16574467, 8.487367e-02, 2.612660e-01, 1.9944, 570146.8390, -1.499786e-01, -5.2141, 3.303388e-07, 31.6881, 30.2694, nan, nan, nan, 29.7985
12684012, 8.629696e-02, 2.639783e-01, 2.6112, 570109.0222, -6.387793e-01, -1.5505, 1.280293e-07, nan, nan, nan, nan, nan, nan
17081836, 8.944301e-02, 2.632862e-01, 2.1173, 570139.3507, 2.558385e-01, 4.4156, 2.474468e-07, 39.6584, 39.2746, nan, nan, 31.1405, 28.1835
6642785, 8.487233e-02, 2.609397e-01, 0.5162, 570248.5580, 3.414018e-02, -0.2072, 1.405003e-05, nan, nan, nan, 50.4657, 49.8110, 49.1822
7300361, 8.615598e-02, 2.638981e-01, 3.3820, 570155.5615, -3.265923e-01, 0.4793, 1.073909e-07, 34.6287, 27.7077, 25.9009, 26.2016, 26.5736, 27.1790
3672602, 8.635593e-02, 2.602747e-01, 1.4364, 570156.9855, -5.860795e-01, -2.1242, 6.885860e-07, 18.9114, 20.9431, 24.8459, 25.1763, 25.1961, 24.9445
7817980, 8.632466e-02, 2.607879e-01, 0.5876, 570078.4318, 1.801572e-02, -1.1153, 6.926067e-06, 31.0412, 28.8392, 26.9530, 26.0775, 25.3349, 25.2654
6065274, 8.584370e-02, 2.612235e-01, 0.6203, 570158.2482, -2.207928e-01, -0.5361, 6.699608e-06, 26.2051, 24.7929, 23.3385, 23.2493, 23.2858, 23.4310
