#snid, snra, sndec, z, t0, c, x1, x0, mag_u, mag_g, mag_r, mag_i, mag_z, mag_y
10342097, 8.896703e-02, 2.607238e-01, 1.1275, 570117.6414, -5.517173e-01, 5.7414, 1.317762e-06, nan, nan, nan, 25.6055, 25.1753, 25.2528
15816490, 8.908595e-02, 2.605999e-01, 1.2994, 570159.3817, 1.517792e-01, 3.7115, 1.129015e-06, 33.4829, 31.3906, 27.8147, 25.7300, 24.8316, 24.4914
45616, 8.534903e-02, 2.609907e-01, 0.5016, 570132.2989, 9.148908e-02, 2.7805, 6.602829e-06, nan, 26.3394, 24.2915, 23.6824, 23.7267, 23.8428
12221542, 8.898240e-02, 2.635316e-01, 3.4655, 570248.6627, -3.613803e-01, -0.2162, 4.969586e-08, nan, nan, nan, nan, nan, nan
6425989, 8.953957e-02, 2.604068e-01, 0.3384, 570194.4992, 5.301086e-01, -1.1888, 2.848746e-05, nan, nan, nan, 49.6098, 48.6238, 48.1478
16574467, 8.487367e-02, 2.612660e-01, 1.9944, 570146.8390, -1.499786e-01, -5.2141, 3.303388e-07, 30.9171, 29.5001, nan, nan, nan, 28.0851
3507936, 8.634686e-02, 2.603437e-01, 0.8662, 570065.1132, -9.295503e-02, -1.3341, 3.000379e-06, 32.4732, 28.4664, 29.5991, 27.4881, 26.8856, 26.4905
6642785, 8.487233e-02, 2.609397e-01, 0.5162, 570248.5580, 3.414018e-02, -0.2072, 1.405003e-05, nan, nan, nan, 50.4657, 49.8110, 49.1822
12597716, 8.939700e-02, 2.607343e-01, 2.0245, 570258.7521, 8.046560e-02, -6.5438, 4.038674e-07, nan, nan, nan, nan, nan, nan
4517009, 8.495448e-02, 2.609818e-01, 0.3664, 570156.9991, 5.190028e-01, 0.6055, 2.452073e-05, 28.5482, 23.1236, 21.7490, 21.2577, 21.1093, 21.3571
17081836, 8.944301e-02, 2.632862e-01, 2.1173, 570139.3507, 2.558385e-01, 4.4156, 2.474468e-07, 39.2287, 38.5566, 34.8147, 31.7948, 29.9491, 28.1625
